orderdate,ordernumber,productName,productLine,country,city,sales_value,cost_of_sales,net_profit
2004-07-06,10266,"1948 Porsche Type 356 Roadster","Classic Cars",Italy,"Reggio Emilia",4195.95,2051.28,2144.67
2004-07-06,10266,"1966 Shelby Cobra 427 S/C","Classic Cars",Italy,"Reggio Emilia",1127.00,817.04,309.96
2004-07-06,10266,"1982 Lamborghini Diablo","Classic Cars",Italy,"Reggio Emilia",1194.08,552.16,641.92
2004-07-06,10266,"1971 Alpine Renault 1600s","Classic Cars",Italy,"Reggio Emilia",2647.51,1813.26,834.25
2004-07-06,10266,"1956 Porsche 356A Coupe","Classic Cars",Italy,"Reggio Emilia",2864.88,2359.20,505.68
2004-07-07,10267,"1957 Ford Thunderbird","Classic Cars",USA,NYC,2565.72,1231.56,1334.16
2004-07-07,10267,"1970 Chevy Chevelle SS 454","Classic Cars",USA,NYC,2880.80,1969.60,911.20
2004-07-07,10267,"1949 Jaguar XK 120","Classic Cars",USA,NYC,2900.54,1795.50,1105.04
2004-07-07,10267,"1952 Citroen-15CV","Classic Cars",USA,NYC,4039.85,3131.26,908.59
2004-07-07,10267,"1969 Chevrolet Camaro Z28","Classic Cars",USA,NYC,3691.60,2222.44,1469.16
2004-07-07,10267,"2002 Chevy Corvette","Classic Cars",USA,NYC,4235.93,2670.73,1565.20
2004-07-12,10268,"1937 Lincoln Berline","Vintage Cars","New Zealand",Wellington,4581.01,2970.38,1610.63
2004-07-12,10268,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars","New Zealand",Wellington,1191.32,630.76,560.56
2004-07-12,10268,"1917 Grand Touring Sedan","Vintage Cars","New Zealand",Wellington,5606.60,2947.80,2658.80
2004-07-12,10268,"1911 Ford Town Car","Vintage Cars","New Zealand",Wellington,1876.74,1032.30,844.44
2004-07-12,10268,"1932 Model A Ford J-Coupe","Vintage Cars","New Zealand",Wellington,6229.50,2924.00,3305.50
2004-07-12,10268,"1928 Mercedes-Benz SSK","Vintage Cars","New Zealand",Wellington,5197.50,2539.60,2657.90
2004-07-12,10268,"1917 Maxwell Touring Car","Vintage Cars","New Zealand",Wellington,3752.97,2244.06,1508.91
2004-07-12,10268,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars","New Zealand",Wellington,2963.45,1514.10,1449.35
2004-07-12,10268,"1939 Chevrolet Deluxe Coupe","Vintage Cars","New Zealand",Wellington,1051.38,744.81,306.57
2004-07-12,10268,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars","New Zealand",Wellington,1451.60,824.40,627.20
2004-07-12,10268,"1936 Mercedes Benz 500k Roadster","Vintage Cars","New Zealand",Wellington,1132.50,652.50,480.00
2004-07-16,10269,"1934 Ford V8 Coupe","Vintage Cars",Austria,Salzburg,1838.72,1099.20,739.52
2004-07-16,10269,"1936 Chrysler Airflow","Vintage Cars",Austria,Salzburg,4581.12,2758.08,1823.04
2004-07-19,10270,"1952 Alpine Renault 1300","Classic Cars",Australia,Chatswood,3600.24,2070.18,1530.06
2004-07-19,10270,"1962 LanciaA Delta 16V","Classic Cars",Australia,Chatswood,3971.20,3309.44,661.76
2004-07-19,10270,"1958 Setra Bus","Trucks and Buses",Australia,Chatswood,3788.40,2181.20,1607.20
2004-07-19,10270,"1940 Ford Pickup Truck","Trucks and Buses",Australia,Chatswood,4063.50,2508.19,1555.31
2004-07-19,10270,"1913 Ford Model T Speedster","Vintage Cars",Australia,Chatswood,2512.55,1884.18,628.37
2004-07-19,10270,"18th Century Vintage Horse Carriage","Vintage Cars",Australia,Chatswood,3263.06,2308.12,954.94
2004-07-19,10270,"1940s Ford truck","Trucks and Buses",Australia,Chatswood,4094.88,3220.88,874.00
2004-07-19,10270,"1939 Cadillac Limousine","Vintage Cars",Australia,Chatswood,1771.00,1018.16,752.84
2004-07-19,10270,"1980’s GM Manhattan Express","Trucks and Buses",Australia,Chatswood,2989.44,1725.76,1263.68
2004-07-19,10270,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",Australia,Chatswood,1099.56,705.81,393.75
2004-07-19,10270,"1982 Camaro Z28","Classic Cars",Australia,Chatswood,4652.90,2140.38,2512.52
2004-07-20,10271,"1957 Chevy Pickup","Trucks and Buses",USA,"San Rafael",3085.74,1726.70,1359.04
2004-07-20,10271,"1998 Chrysler Plymouth Prowler","Classic Cars",USA,"San Rafael",7368.00,5075.50,2292.50
2004-07-20,10271,"1964 Mercedes Tour Bus","Trucks and Buses",USA,"San Rafael",6075.00,3743.00,2332.00
2004-07-20,10271,"1926 Ford Fire Engine","Trucks and Buses",USA,"San Rafael",1488.75,623.00,865.75
2004-07-20,10271,"1992 Ferrari 360 Spider red","Classic Cars",USA,"San Rafael",3386.80,1558.00,1828.80
2004-07-20,10271,"1970 Dodge Coronet","Classic Cars",USA,"San Rafael",2236.95,1456.65,780.30
2004-07-20,10271,"1962 Volkswagen Microbus","Trucks and Buses",USA,"San Rafael",5275.24,2637.62,2637.62
2004-07-20,10271,"1958 Chevy Corvette Limited Edition","Classic Cars",USA,"San Rafael",1088.32,604.58,483.74
2004-07-20,10271,"1992 Porsche Cayenne Turbo Silver","Classic Cars",USA,"San Rafael",2420.00,1535.16,884.84
2004-07-20,10271,"1954 Greyhound Scenicruiser","Trucks and Buses",USA,"San Rafael",1818.25,909.30,908.95
2004-07-20,10271,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",USA,"San Rafael",3187.84,2321.86,865.98
2004-07-20,10272,"2001 Ferrari Enzo","Classic Cars",USA,Allentown,6545.70,3345.65,3200.05
2004-07-20,10272,"1969 Corvair Monza","Classic Cars",USA,Allentown,3345.03,2406.78,938.25
2004-07-20,10272,"1969 Ford Falcon","Classic Cars",USA,Allentown,5803.20,3238.95,2564.25
2004-07-20,10272,"1970 Triumph Spitfire","Classic Cars",USA,Allentown,3159.75,2298.00,861.75
2004-07-20,10272,"1950's Chicago Surface Lines Streetcar",Trains,USA,Allentown,2544.75,1202.40,1342.35
2004-07-20,10272,"1962 City of Detroit Streetcar",Trains,USA,Allentown,2317.27,1612.07,705.20
2004-07-21,10273,"1972 Alfa Romeo GTA","Classic Cars",Belgium,Bruxelles,4080.00,2570.40,1509.60
2004-07-21,10273,"1999 Yamaha Speed Boat",Ships,Belgium,Bruxelles,2866.20,1754.74,1111.46
2004-07-21,10273,"1903 Ford Model A","Vintage Cars",Belgium,Bruxelles,4698.80,2732.00,1966.80
2004-07-21,10273,"Collectable Wooden Train",Trains,Belgium,Bruxelles,4123.31,3175.32,947.99
2004-07-21,10273,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",Belgium,Bruxelles,5293.50,3229.00,2064.50
2004-07-21,10273,"1904 Buick Runabout","Vintage Cars",Belgium,Bruxelles,2404.05,1737.78,666.27
2004-07-21,10273,"18th century schooner",Ships,Belgium,Bruxelles,2271.06,1811.48,459.58
2004-07-21,10273,"1912 Ford Model T Delivery Wagon","Vintage Cars",Belgium,Bruxelles,2270.16,1266.57,1003.59
2004-07-21,10273,"1940 Ford Delivery Sedan","Vintage Cars",Belgium,Bruxelles,4025.28,2334.72,1690.56
2004-07-21,10273,"The Schooner Bluenose",Ships,Belgium,Bruxelles,1386.00,714.00,672.00
2004-07-21,10273,"The Mayflower",Ships,Belgium,Bruxelles,1636.95,909.30,727.65
2004-07-21,10273,"The USS Constitution Ship",Ships,Belgium,Bruxelles,2428.44,1426.74,1001.70
2004-07-21,10273,"The Titanic",Ships,Belgium,Bruxelles,3646.00,2043.60,1602.40
2004-07-21,10273,"The Queen Mary",Ships,Belgium,Bruxelles,2323.88,1394.38,929.50
2004-07-21,10273,"Pont Yacht",Ships,Belgium,Bruxelles,1898.84,1232.10,666.74
2004-07-21,10274,"1980s Black Hawk Helicopter",Planes,USA,Brickhaven,5301.71,3168.07,2133.64
2004-07-21,10274,"1900s Vintage Bi-Plane",Planes,USA,Brickhaven,2274.40,1370.00,904.40
2004-07-21,10274,"1937 Horch 930V Limousine","Vintage Cars",USA,Brickhaven,1562.16,631.20,930.96
2004-07-21,10274,"HMS Bounty",Ships,USA,Brickhaven,1803.12,955.92,847.20
2004-07-21,10274,"Boeing X-32A JSF",Planes,USA,Brickhaven,1589.12,1048.64,540.48
2004-07-23,10275,"1969 Harley Davidson Ultimate Chopper",Motorcycles,France,Nantes,3660.75,2196.45,1464.30
2004-07-23,10275,"1996 Moto Guzzi 1100i",Motorcycles,France,Nantes,2538.14,1517.78,1020.36
2004-07-23,10275,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,France,Nantes,5577.48,3276.72,2300.76
2004-07-23,10275,"P-51-D Mustang",Planes,France,Nantes,2454.20,1715.00,739.20
2004-07-23,10275,"1936 Harley Davidson El Knucklehead",Motorcycles,France,Nantes,1927.33,896.51,1030.82
2004-07-23,10275,"1997 BMW R 1100 S",Motorcycles,France,Nantes,2224.74,1278.06,946.68
2004-07-23,10275,"1928 British Royal Navy Airplane",Planes,France,Nantes,2434.50,1668.50,766.00
2004-07-23,10275,"1960 BSA Gold Star DBD34",Motorcycles,France,Nantes,1851.00,1119.60,731.40
2004-07-23,10275,"Corsair F4U ( Bird Cage)",Planes,France,Nantes,2378.00,1202.94,1175.06
2004-07-23,10275,"1900s Vintage Tri-Plane",Planes,France,Nantes,1819.26,978.21,841.05
2004-07-23,10275,"1997 BMW F650 ST",Motorcycles,France,Nantes,2067.70,1539.16,528.54
2004-07-23,10275,"1928 Ford Phaeton Deluxe","Vintage Cars",France,Nantes,1637.16,924.56,712.60
2004-07-23,10275,"1930 Buick Marquette Phaeton","Vintage Cars",France,Nantes,1525.70,1028.28,497.42
2004-07-23,10275,"American Airlines: B767-300",Planes,France,Nantes,2747.52,1636.80,1110.72
2004-07-23,10275,"America West Airlines B757-200",Planes,France,Nantes,3228.03,2683.20,544.83
2004-07-23,10275,"ATA: B757-300",Planes,France,Nantes,4897.92,2847.84,2050.08
2004-07-23,10275,"F/A 18 Hornet 1/72",Planes,France,Nantes,3096.00,2339.20,756.80
2004-07-23,10275,"American Airlines: MD-11S",Planes,France,Nantes,1858.76,1124.37,734.39
2004-08-02,10276,"1968 Ford Mustang","Classic Cars",USA,Brickhaven,9242.00,4767.00,4475.00
2004-08-02,10276,"2002 Suzuki XREO",Motorcycles,USA,Brickhaven,6476.66,2849.61,3627.05
2004-08-02,10276,"1968 Dodge Charger","Classic Cars",USA,Brickhaven,4912.44,3532.52,1379.92
2004-08-02,10276,"1970 Plymouth Hemi Cuda","Classic Cars",USA,Brickhaven,2577.54,1212.96,1364.58
2004-08-02,10276,"1969 Dodge Super Bee","Classic Cars",USA,Brickhaven,2964.00,1863.90,1100.10
2004-08-02,10276,"1976 Ford Gran Torino","Classic Cars",USA,Brickhaven,4189.20,2204.70,1984.50
2004-08-02,10276,"1957 Vespa GS150",Motorcycles,USA,Brickhaven,1805.43,1087.35,718.08
2004-08-02,10276,"1957 Corvette Convertible","Classic Cars",USA,Brickhaven,5785.44,3356.64,2428.80
2004-08-02,10276,"1982 Ducati 900 Monster",Motorcycles,USA,Brickhaven,2835.44,2166.60,668.84
2004-08-02,10276,"1971 Alpine Renault 1600s","Classic Cars",USA,Brickhaven,1163.40,771.60,391.80
2004-08-02,10276,"1961 Chevrolet Impala","Classic Cars",USA,Brickhaven,3220.80,1551.84,1668.96
2004-08-02,10276,"1982 Ducati 996 R",Motorcycles,USA,Brickhaven,955.80,651.78,304.02
2004-08-02,10276,"1974 Ducati 350 Mk3 Desmo",Motorcycles,USA,Brickhaven,3606.58,2132.94,1473.64
2004-08-02,10276,"2002 Yamaha YZR M1",Motorcycles,USA,Brickhaven,1418.13,717.57,700.56
2004-08-04,10277,"1969 Dodge Charger","Classic Cars",Singapore,Singapore,2611.84,1644.44,967.40
2004-08-06,10278,"1993 Mazda RX-7","Classic Cars",USA,"Las Vegas",3898.10,2839.34,1058.76
2004-08-06,10278,"1965 Aston Martin DB5","Classic Cars",USA,"Las Vegas",2461.46,1517.08,944.38
2004-08-06,10278,"1948 Porsche 356-A Roadster","Classic Cars",USA,"Las Vegas",2121.35,1563.10,558.25
2004-08-06,10278,"1995 Honda Civic","Classic Cars",USA,"Las Vegas",3424.03,2722.81,701.22
2004-08-06,10278,"1999 Indy 500 Monte Carlo SS","Classic Cars",USA,"Las Vegas",4581.72,2213.64,2368.08
2004-08-06,10278,"1992 Ferrari 360 Spider red","Classic Cars",USA,"Las Vegas",7041.30,3271.80,3769.50
2004-08-06,10278,"1948 Porsche Type 356 Roadster","Classic Cars",USA,"Las Vegas",3547.64,1926.96,1620.68
2004-08-06,10278,"1966 Shelby Cobra 427 S/C","Classic Cars",USA,"Las Vegas",1708.00,1021.30,686.70
2004-08-06,10278,"1982 Lamborghini Diablo","Classic Cars",USA,"Las Vegas",1158.78,503.44,655.34
2004-08-06,10278,"1956 Porsche 356A Coupe","Classic Cars",USA,"Las Vegas",3405.50,2457.50,948.00
2004-08-09,10279,"1957 Ford Thunderbird","Classic Cars",Spain,Madrid,1778.92,889.46,889.46
2004-08-09,10279,"1970 Chevy Chevelle SS 454","Classic Cars",Spain,Madrid,2187.20,1575.68,611.52
2004-08-09,10279,"1949 Jaguar XK 120","Classic Cars",Spain,Madrid,3740.17,2315.25,1424.92
2004-08-09,10279,"1952 Citroen-15CV","Classic Cars",Spain,Madrid,5129.76,3495.36,1634.40
2004-08-09,10279,"1969 Chevrolet Camaro Z28","Classic Cars",Spain,Madrid,2599.08,1666.83,932.25
2004-08-09,10279,"2002 Chevy Corvette","Classic Cars",Spain,Madrid,4574.40,2981.28,1593.12
2004-08-17,10280,"1952 Alpine Renault 1300","Classic Cars",Italy,Torino,6994.82,3351.72,3643.10
2004-08-17,10280,"1940 Ford Pickup Truck","Trucks and Buses",Italy,Torino,2352.00,1399.92,952.08
2004-08-17,10280,"1937 Lincoln Berline","Vintage Cars",Italy,Torino,4366.50,3031.00,1335.50
2004-08-17,10280,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",Italy,Torino,1280.88,655.02,625.86
2004-08-17,10280,"1917 Grand Touring Sedan","Vintage Cars",Italy,Torino,4199.00,2254.20,1944.80
2004-08-17,10280,"1911 Ford Town Car","Vintage Cars",Italy,Torino,1332.00,832.50,499.50
2004-08-17,10280,"1932 Model A Ford J-Coupe","Vintage Cars",Italy,Torino,4045.21,2163.76,1881.45
2004-08-17,10280,"1928 Mercedes-Benz SSK","Vintage Cars",Italy,Torino,3489.86,1596.32,1893.54
2004-08-17,10280,"1913 Ford Model T Speedster","Vintage Cars",Italy,Torino,3774.76,2795.88,978.88
2004-08-17,10280,"1934 Ford V8 Coupe","Vintage Cars",Italy,Torino,2336.62,1477.05,859.57
2004-08-17,10280,"18th Century Vintage Horse Carriage","Vintage Cars",Italy,Torino,2976.27,1761.46,1214.81
2004-08-17,10280,"1917 Maxwell Touring Car","Vintage Cars",Italy,Torino,3373.14,1956.36,1416.78
2004-08-17,10280,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",Italy,Torino,2705.85,1514.10,1191.75
2004-08-17,10280,"1939 Chevrolet Deluxe Coupe","Vintage Cars",Italy,Torino,597.40,451.40,146.00
2004-08-17,10280,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",Italy,Torino,1633.05,927.45,705.60
2004-08-17,10280,"1936 Mercedes Benz 500k Roadster","Vintage Cars",Italy,Torino,1164.57,717.75,446.82
2004-08-17,10280,"1936 Chrysler Airflow","Vintage Cars",Italy,Torino,1677.06,1206.66,470.40
2004-08-19,10281,"1962 LanciaA Delta 16V","Classic Cars",USA,Allentown,5850.68,4550.48,1300.20
2004-08-19,10281,"1958 Setra Bus","Trucks and Buses",USA,Allentown,3177.50,1947.50,1230.00
2004-08-19,10281,"1957 Chevy Pickup","Trucks and Buses",USA,Allentown,4032.76,2283.70,1749.06
2004-08-19,10281,"1964 Mercedes Tour Bus","Trucks and Buses",USA,Allentown,5478.72,3593.28,1885.44
2004-08-19,10281,"1926 Ford Fire Engine","Trucks and Buses",USA,Allentown,1639.08,722.68,916.40
2004-08-19,10281,"1992 Ferrari 360 Spider red","Classic Cars",USA,Allentown,3386.75,1947.50,1439.25
2004-08-19,10281,"1940s Ford truck","Trucks and Buses",USA,Allentown,2421.50,2119.00,302.50
2004-08-19,10281,"1939 Cadillac Limousine","Vintage Cars",USA,Allentown,1881.44,1018.16,863.28
2004-08-19,10281,"1962 Volkswagen Microbus","Trucks and Buses",USA,Allentown,2811.50,1533.50,1278.00
2004-08-19,10281,"1958 Chevy Corvette Limited Edition","Classic Cars",USA,Allentown,679.00,318.20,360.80
2004-08-19,10281,"1980’s GM Manhattan Express","Trucks and Buses",USA,Allentown,2346.10,1563.97,782.13
2004-08-19,10281,"1954 Greyhound Scenicruiser","Trucks and Buses",USA,Allentown,1392.21,805.38,586.83
2004-08-19,10281,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",USA,Allentown,2140.92,1209.96,930.96
2004-08-19,10281,"1982 Camaro Z28","Classic Cars",USA,Allentown,2403.27,1256.31,1146.96
2004-08-20,10282,"2001 Ferrari Enzo","Classic Cars",USA,"San Rafael",7241.83,3919.19,3322.64
2004-08-20,10282,"1969 Corvair Monza","Classic Cars",USA,"San Rafael",3834.54,2406.78,1427.76
2004-08-20,10282,"1969 Ford Falcon","Classic Cars",USA,"San Rafael",4069.44,1993.20,2076.24
2004-08-20,10282,"1998 Chrysler Plymouth Prowler","Classic Cars",USA,"San Rafael",3389.28,2334.73,1054.55
2004-08-20,10282,"1903 Ford Model A","Vintage Cars",USA,"San Rafael",5285.99,2936.90,2349.09
2004-08-20,10282,"Collectable Wooden Train",Trains,USA,"San Rafael",3194.64,2432.16,762.48
2004-08-20,10282,"1970 Triumph Spitfire","Classic Cars",USA,"San Rafael",4096.03,2849.52,1246.51
2004-08-20,10282,"1970 Dodge Coronet","Classic Cars",USA,"San Rafael",1441.59,938.73,502.86
2004-08-20,10282,"1992 Porsche Cayenne Turbo Silver","Classic Cars",USA,"San Rafael",3782.61,2721.42,1061.19
2004-08-20,10282,"1950's Chicago Surface Lines Streetcar",Trains,USA,"San Rafael",1856.88,961.92,894.96
2004-08-20,10282,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",USA,"San Rafael",4354.42,2595.02,1759.40
2004-08-20,10282,"1962 City of Detroit Streetcar",Trains,USA,"San Rafael",2080.88,1387.13,693.75
2004-08-20,10282,"The Mayflower",Ships,USA,"San Rafael",3351.85,1861.90,1489.95
2004-08-20,10283,"1972 Alfa Romeo GTA","Classic Cars",Canada,Tsawassen,3264.00,2142.00,1122.00
2004-08-20,10283,"1999 Yamaha Speed Boat",Ships,Canada,Tsawassen,1643.88,1083.81,560.07
2004-08-20,10283,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",Canada,Tsawassen,4626.68,2970.68,1656.00
2004-08-20,10283,"1904 Buick Runabout","Vintage Cars",Canada,Tsawassen,2446.98,1790.44,656.54
2004-08-20,10283,"18th century schooner",Ships,Canada,Tsawassen,4180.68,3458.28,722.40
2004-08-20,10283,"1912 Ford Model T Delivery Wagon","Vintage Cars",Canada,Tsawassen,2738.36,1594.94,1143.42
2004-08-20,10283,"1940 Ford Delivery Sedan","Vintage Cars",Canada,Tsawassen,2545.95,1605.12,940.83
2004-08-20,10283,"The Schooner Bluenose",Ships,Canada,Tsawassen,2790.00,1530.00,1260.00
2004-08-20,10283,"HMS Bounty",Ships,Canada,Tsawassen,1484.60,796.60,688.00
2004-08-20,10283,"The USS Constitution Ship",Ships,Canada,Tsawassen,3227.49,1596.59,1630.90
2004-08-20,10283,"The Titanic",Ships,Canada,Tsawassen,1939.30,1123.98,815.32
2004-08-20,10283,"The Queen Mary",Ships,Canada,Tsawassen,3245.58,2037.94,1207.64
2004-08-20,10283,"Boeing X-32A JSF",Planes,Canada,Tsawassen,1772.46,1409.11,363.35
2004-08-20,10283,"Pont Yacht",Ships,Canada,Tsawassen,1621.62,1098.90,522.72
2004-08-21,10284,"1980s Black Hawk Helicopter",Planes,"Norway  ",Oslo,6173.55,3477.15,2696.40
2004-08-21,10284,"P-51-D Mustang",Planes,"Norway  ",Oslo,2121.33,1519.00,602.33
2004-08-21,10284,"1928 British Royal Navy Airplane",Planes,"Norway  ",Oslo,2238.72,1468.28,770.44
2004-08-21,10284,"1900s Vintage Bi-Plane",Planes,"Norway  ",Oslo,1952.40,1027.50,924.90
2004-08-21,10284,"1937 Horch 930V Limousine","Vintage Cars","Norway  ",Oslo,2333.37,1025.70,1307.67
2004-08-21,10284,"Corsair F4U ( Bird Cage)",Planes,"Norway  ",Oslo,1375.71,616.14,759.57
2004-08-21,10284,"1900s Vintage Tri-Plane",Planes,"Norway  ",Oslo,1399.65,760.83,638.82
2004-08-21,10284,"1928 Ford Phaeton Deluxe","Vintage Cars","Norway  ",Oslo,3027.00,1651.00,1376.00
2004-08-21,10284,"1930 Buick Marquette Phaeton","Vintage Cars","Norway  ",Oslo,1180.74,892.98,287.76
2004-08-21,10284,"American Airlines: B767-300",Planes,"Norway  ",Oslo,2104.56,1227.60,876.96
2004-08-21,10284,"America West Airlines B757-200",Planes,"Norway  ",Oslo,4307.85,3096.00,1211.85
2004-08-21,10284,"F/A 18 Hornet 1/72",Planes,"Norway  ",Oslo,1700.00,1360.00,340.00
2004-08-21,10284,"American Airlines: MD-11S",Planes,"Norway  ",Oslo,2345.28,1160.64,1184.64
2004-08-27,10285,"1969 Harley Davidson Ultimate Chopper",Motorcycles,USA,Cambridge,3445.20,1757.16,1688.04
2004-08-27,10285,"1996 Moto Guzzi 1100i",Motorcycles,USA,Cambridge,5198.67,3242.53,1956.14
2004-08-27,10285,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,USA,Cambridge,4496.85,2457.54,2039.31
2004-08-27,10285,"2002 Suzuki XREO",Motorcycles,USA,Cambridge,6420.96,3247.23,3173.73
2004-08-27,10285,"1936 Harley Davidson El Knucklehead",Motorcycles,USA,Cambridge,1017.60,484.60,533.00
2004-08-27,10285,"1997 BMW R 1100 S",Motorcycles,USA,Cambridge,3103.86,2069.24,1034.62
2004-08-27,10285,"1960 BSA Gold Star DBD34",Motorcycles,USA,Cambridge,2406.30,1455.48,950.82
2004-08-27,10285,"1982 Ducati 900 Monster",Motorcycles,USA,Cambridge,2447.58,1789.80,657.78
2004-08-27,10285,"1997 BMW F650 ST",Motorcycles,USA,Cambridge,3067.67,2476.04,591.63
2004-08-27,10285,"1982 Ducati 996 R",Motorcycles,USA,Cambridge,1354.57,893.18,461.39
2004-08-27,10285,"1974 Ducati 350 Mk3 Desmo",Motorcycles,USA,Cambridge,2600.26,1459.38,1140.88
2004-08-27,10285,"2002 Yamaha YZR M1",Motorcycles,USA,Cambridge,2982.72,1332.63,1650.09
2004-08-27,10285,"ATA: B757-300",Planes,USA,Cambridge,4591.80,2669.85,1921.95
2004-08-28,10286,"1957 Vespa GS150",Motorcycles,France,Paris,1960.80,1252.10,708.70
2004-08-30,10287,"1968 Ford Mustang","Classic Cars",Switzerland,Genève,4004.28,2002.14,2002.14
2004-08-30,10287,"1968 Dodge Charger","Classic Cars",Switzerland,Genève,5284.80,3382.20,1902.60
2004-08-30,10287,"1970 Plymouth Hemi Cuda","Classic Cars",Switzerland,Genève,3042.61,1308.72,1733.89
2004-08-30,10287,"1969 Dodge Charger","Classic Cars",Switzerland,Genève,2463.30,1350.79,1112.51
2004-08-30,10287,"1993 Mazda RX-7","Classic Cars",Switzerland,Genève,4642.43,3423.91,1218.52
2004-08-30,10287,"1948 Porsche 356-A Roadster","Classic Cars",Switzerland,Genève,2710.40,2371.60,338.80
2004-08-30,10287,"1995 Honda Civic","Classic Cars",Switzerland,Genève,2970.24,2253.36,716.88
2004-08-30,10287,"1999 Indy 500 Monte Carlo SS","Classic Cars",Switzerland,Genève,5052.96,2497.44,2555.52
2004-08-30,10287,"1992 Ferrari 360 Spider red","Classic Cars",Switzerland,Genève,4938.12,2804.40,2133.72
2004-08-30,10287,"1969 Dodge Super Bee","Classic Cars",Switzerland,Genève,2939.05,2109.15,829.90
2004-08-30,10287,"1976 Ford Gran Torino","Classic Cars",Switzerland,Genève,5115.20,2939.60,2175.60
2004-08-30,10287,"1948 Porsche Type 356 Roadster","Classic Cars",Switzerland,Genève,3776.49,1678.32,2098.17
2004-08-30,10287,"1957 Corvette Convertible","Classic Cars",Switzerland,Genève,4047.36,2377.62,1669.74
2004-08-30,10287,"1982 Lamborghini Diablo","Classic Cars",Switzerland,Genève,1128.24,584.64,543.60
2004-08-30,10287,"1971 Alpine Renault 1600s","Classic Cars",Switzerland,Genève,1163.40,771.60,391.80
2004-08-30,10287,"1956 Porsche 356A Coupe","Classic Cars",Switzerland,Genève,4954.32,3538.80,1415.52
2004-08-30,10287,"1961 Chevrolet Impala","Classic Cars",Switzerland,Genève,3168.80,1293.20,1875.60
2004-09-01,10288,"1965 Aston Martin DB5","Classic Cars",Singapore,Singapore,2414.20,1319.20,1095.00
2004-09-01,10288,"1917 Grand Touring Sedan","Vintage Cars",Singapore,Singapore,5385.60,2774.40,2611.20
2004-09-01,10288,"1911 Ford Town Car","Vintage Cars",Singapore,Singapore,1407.00,932.40,474.60
2004-09-01,10288,"1932 Model A Ford J-Coupe","Vintage Cars",Singapore,Singapore,3192.38,1812.88,1379.50
2004-09-01,10288,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",Singapore,Singapore,3156.65,1514.10,1642.55
2004-09-01,10288,"1957 Ford Thunderbird","Classic Cars",Singapore,Singapore,1311.46,786.83,524.63
2004-09-01,10288,"1970 Chevy Chevelle SS 454","Classic Cars",Singapore,Singapore,2407.68,1772.64,635.04
2004-09-01,10288,"1966 Shelby Cobra 427 S/C","Classic Cars",Singapore,Singapore,2465.00,1459.00,1006.00
2004-09-01,10288,"1939 Chevrolet Deluxe Coupe","Vintage Cars",Singapore,Singapore,933.51,654.53,278.98
2004-09-01,10288,"1949 Jaguar XK 120","Classic Cars",Singapore,Singapore,2862.30,1653.75,1208.55
2004-09-01,10288,"1952 Citroen-15CV","Classic Cars",Singapore,Singapore,5242.56,3495.36,1747.20
2004-09-01,10288,"1969 Chevrolet Camaro Z28","Classic Cars",Singapore,Singapore,2590.46,1717.34,873.12
2004-09-01,10288,"2002 Chevy Corvette","Classic Cars",Singapore,Singapore,4170.93,2546.51,1624.42
2004-09-01,10288,"1936 Mercedes Benz 500k Roadster","Vintage Cars",Singapore,Singapore,1245.75,717.75,528.00
2004-09-03,10289,"1937 Lincoln Berline","Vintage Cars","Norway  ",Bergen,3513.86,2303.56,1210.30
2004-09-03,10289,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars","Norway  ",Bergen,1074.00,582.24,491.76
2004-09-03,10289,"1928 Mercedes-Benz SSK","Vintage Cars","Norway  ",Bergen,6095.25,3120.08,2975.17
2004-09-03,10289,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars","Norway  ",Bergen,1854.90,927.45,927.45
2004-09-07,10290,"1917 Maxwell Touring Car","Vintage Cars",USA,Brickhaven,2089.36,1496.04,593.32
2004-09-07,10290,"1936 Chrysler Airflow","Vintage Cars",USA,Brickhaven,3769.20,2585.70,1183.50
2004-09-08,10291,"1952 Alpine Renault 1300","Classic Cars",Sweden,Bräcke,7770.37,3647.46,4122.91
2004-09-08,10291,"1962 LanciaA Delta 16V","Classic Cars",Sweden,Bräcke,4254.90,3102.60,1152.30
2004-09-08,10291,"1958 Setra Bus","Trucks and Buses",Sweden,Bräcke,5043.00,3193.90,1849.10
2004-09-08,10291,"1940 Ford Pickup Truck","Trucks and Buses",Sweden,Bräcke,3970.44,2391.53,1578.91
